V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52
7567.89743652454,11306.23075092682,10888.160034683227,10765.351583263433,14635.788520675898,18712.885916469775,9283.90895270474,15921.246556189486,11346.682504030809,12302.788718928163,11456.225130223182,14080.416004199833,18547.6135417199,19874.444477490717,15997.914956249584,17289.003056071037,12702.744980567433,15241.81288123875,17583.94651621713,3039.5055627777147,0,7231.20546668543,3248.8014086046555,3032.3584180005046,4152.400207544291,4669.272012730073,6191.982838370533,8042.165885079562,4679.0678322572385,7237.24353747547,6605.613544660241,8106.765564105567,6025.021808220047,6497.256619638391,7203.822820344939,7638.407804185002,8729.071643738565,6026.198596027677,5391.712280591157,5275.083788745174,5342.322916655282,3584.84632985853,8190.178480991897,10410.127431614412,12000.125648845828,8805.284962741373,10612.663210826799,10364.814756173932,13329.454970962639,11764.482292062085,12197.90190804024,14325.128094124064
8811.144600815733,12282.214794693236,6769.29822915464,8769.88737390386,11101.801016955786,17731.890746941535,6916.056235657654,19708.34263067767,15748.673138407621,17116.18707941139,14935.041407741772,16971.745285741858,22312.66042502881,21778.597078569033,23227.0146867179,24388.40026013124,19271.504368436345,21340.068154044293,23408.923850520234,4777.944617686277,7231.20546668543,0,5219.536498709064,4811.111097743386,11383.026372917942,8079.566194067922,6188.42001374124,6353.754563617842,6338.974700979049,14241.213582505421,13799.275539409464,15263.9883763381,12956.087798997858,13318.97327926708,13741.966441637553,13609.117934537746,15352.905894484094,13114.830109474806,10569.303715557515,11047.947382484417,11597.431641951322,9525.602596378818,15298.481011672919,17292.173880155635,19111.562544159882,15958.939919544806,17775.241121496656,17308.143475834968,20290.356990336757,18947.89918721158,19428.385177931283,21192.742205109287
5124.92597290845,9014.146167741219,7646.991714578736,7641.6717351294865,11415.238572782031,15991.369283429123,6070.140473994966,15138.090121169653,10871.16060337296,12132.582814867259,10396.055685121148,12762.904504694367,17786.104832814483,18189.227061586498,18526.87272236286,19386.840307128026,14071.345953874628,16129.23235084302,18235.806914950972,711.6004786418865,3248.8014086046555,5219.536498709064,0,3597.4607169995193,6918.614058281406,6999.019668224508,7237.74709421368,8649.735670772321,6166.663355724616,10344.443884262775,9511.782375625362,11051.628112926042,9189.60569644239,8246.849492547319,8571.10872689122,8389.899016711455,10184.10627764338,8236.149031791327,5375.6132787573115,5828.7292661775255,6408.576981096108,4347.417738021755,10391.00177888773,12191.010386902468,14157.925630455838,11102.241207869169,13512.95624779041,13468.955731941609,16399.67953953409,14612.466641597575,14780.579234139568,17437.99028930344
8722.376913099873,12611.58592981505,10070.262694269253,10830.980272997767,14234.369583186608,19472.99795202669,9073.129988800129,18350.39562202922,13892.45639838157,14987.63330816605,13699.980936044698,16184.909523972041,20999.736973500483,21733.851399736664,18742.48818746958,20221.05623730154,15733.910452818154,18234.441160320053,20541.67540902832,2914.007221614163,3032.3584180005046,4811.111097743386,3597.4607169995193,0,6978.855695194094,3759.58851363065,3681.654680229975,5288.721111875664,2590.6101710575485,9494.513377892072,9198.473343762678,10601.74727801382,8196.864282743074,9529.331592604309,10222.006983821464,10558.073898997767,11758.721935606294,9013.205363059878,8001.043417268064,8085.322748522756,8290.190283395095,6372.57294635531,11151.405037813453,13430.349717738627,14940.30311437599,11730.149025336355,13101.113695845843,12526.263393031122,15504.796401132216,14292.053224967794,14942.750031598693,16389.79540618697
9570.018827638996,12646.758727080456,14367.205223770581,13565.300196543652,17658.21011656646,20368.620683874607,12421.109891691425,14855.86114059397,10282.573398538378,10745.827296593032,11129.351906927071,13840.794978464231,17319.57598630881,19831.23744083381,11845.699729596457,13252.321576984059,9322.485923669998,12240.238378838703,14740.774765145181,6960.473063794473,4152.400207544291,11383.026372917942,6918.614058281406,6978.855695194094,0,6701.481719790597,9300.706642923595,11267.067146857453,7704.586440844194,3703.0506105009913,2606.712085714333,4150.60369127326,2910.296404189723,3366.926221903517,4450.272655637448,5638.643016570158,5574.831002854596,2318.6231732090064,5293.850276356747,4497.087738752908,3781.7769748386727,3854.3901943954975,4257.833534832515,6742.873741562312,7985.4788408875265,4773.76829311538,6594.396451293142,6710.515399145844,9558.028604199422,7700.934421607535,8045.532365184767,10648.072514978632
11975.222517079994,15816.340187699529,13824.343366516749,14517.322825945708,17991.659821348818,22986.667510447132,12797.006964006569,20490.01152264964,15877.622103613034,16709.400296932487,16105.447814569547,18744.521852563128,23093.689624402574,24541.16684506209,17364.659704565194,19425.58679842192,16023.154773164917,18913.52624451442,21386.86120761383,6412.978694421146,4669.272012730073,8079.566194067922,6999.019668224508,3759.58851363065,6701.481719790597,0,3035.1165475395155,4898.024537387026,1836.8839625589035,7691.799194282621,8025.5937164705065,9084.710950792198,6451.311080663367,9966.709131852056,10941.109509087495,11773.192881828516,12234.943406056258,9019.770529506304,9970.662995944558,9693.33796264628,9510.355394542681,8103.965251211534,10841.480265109272,13410.29292989274,14332.935143071702,11219.289364597144,11388.250475383453,10318.604190106063,13176.591091872766,12590.885850060537,13691.935795888823,13883.69055244717
12344.210730492037,16226.745689102263,12682.933183974137,14007.20025541776,17004.197987106687,22853.285232439972,12165.165073250953,21966.2616186448,17455.65547787994,18474.886892368253,17354.078138816756,19860.434829001402,24610.697722789297,25410.48126200554,20363.723214928443,22323.687891854865,18549.1442460689,21282.688796486636,23685.32182751084,6534.456781997552,6191.982838370533,6188.42001374124,7237.74709421368,3681.654680229975,9300.706642923595,3035.1165475395155,0,1967.2107190322783,1601.6672764003135,10703.139175135644,10931.868965606434,12069.225666928121,9442.902801515345,12360.728743184154,13221.01073811295,13807.039346641766,14645.67817174187,11575.104648084223,11511.219936827458,11464.543290186575,11504.68155778057,9763.635342280479,13543.244856013864,16037.356798055527,17159.58628015713,13990.735781641562,14408.167891878673,13351.511980553047,16194.91854684371,15612.99395632672,16660.78233106641,16874.262489344554
13644.8819925192,17484.567899693968,13106.94967702032,14808.238777310942,17446.69101945129,23760.11799858839,12937.142103097322,23633.88804321516,19179.679416513616,20254.435204424022,18961.25886552438,21398.802700624517,26284.155779059485,26813.341780039947,22262.66624149556,24273.65340567891,20503.201997882617,23210.166393643554,25596.09885009177,7938.439956690727,8042.165885079562,6353.754563617842,8649.735670772321,5288.721111875664,11267.067146857453,4898.024537387026,1967.2107190322783,0,3563.7194774423738,12589.428973979633,12875.128808883934,13979.225162934805,11346.952478248268,14305.304524238463,15145.916874814768,15679.61471369955,16588.393014436293,13537.486036638042,13269.901667102798,13287.435456341782,13380.633627905103,11576.198176723552,15510.455528633622,18001.812848848782,19121.178817888263,15956.14581061284,16281.741123127606,15145.203169131784,17934.20236955728,17482.36202103084,18581.82898523534,18556.61346583355
11285.20694280223,15172.70407766399,12383.999335602815,13367.05139820422,16634.583065267427,22059.300354848765,11576.937672962986,20554.45518445134,16007.155035123014,16981.856023816315,16000.165768447741,18555.844820760667,23191.040404337942,24202.613725912706,18888.66402684523,20774.037262768157,16947.63804347795,19690.066138560072,22100.85899402643,5496.702606907866,4679.0678322572385,6338.974700979049,6166.663355724616,2590.6101710575485,7704.586440844194,1836.8839625589035,1601.6672764003135,3563.7194774423738,0,9264.454256482439,9401.845582909424,10590.921093041658,7982.739776114782,10761.876615193043,11631.264715582663,12250.739483969655,13047.256937305545,9974.407686402366,10050.69125072864,9950.315904399584,9948.75344111433,8263.810492805731,11952.133427028037,14438.097961419633,15588.988860566189,12410.404057377287,12975.543225860183,12025.177527240694,14922.35385261281,14183.243308407764,15158.782578532951,15663.9611467112
13267.4625552957,16236.689517118413,17931.958287778143,17256.77617385518,21335.78029360157,23962.12681325246,16065.15815879138,17408.59915486918,13052.562222387727,13169.756852773047,14230.221949488303,16883.975492728066,19683.643456065794,22837.279287039146,9675.435213995219,11929.214865016373,9922.637278433327,13148.258865727847,15706.48104840496,10256.021222639534,7237.24353747547,14241.213582505421,10344.443884262775,9494.513377892072,3703.0506105009913,7691.799194282621,10703.139175135644,12589.428973979633,9264.454256482439,0,1564.690100389874,1489.7463602041782,1305.1852758012033,5674.23166583481,6778.530385076256,8311.893781473264,7150.222051401738,4386.301025758675,8828.923877696767,7937.9238879978475,7062.793882420443,7542.5675089789065,4707.3513181992785,7180.042591606214,7184.371761109273,4629.490114772258,3711.112893996879,3129.6900177710704,6093.951522882506,4918.7964480930095,6060.822481376118,7096.78331034571
11992.15128663046,14815.896018830113,16970.681784137683,16091.387421816526,20203.867871338458,22532.61042817147,15001.052426688477,15852.552465688921,11487.885576616956,11616.905410071491,12679.66315153269,15326.120950739123,18144.57480002827,21275.137580014976,9565.688470673285,11402.38888396236,8666.510827314494,11846.209326715685,14406.072580222064,9520.509198249614,6605.613544660241,13799.275539409464,9511.782375625362,9198.473343762678,2606.712085714333,8025.5937164705065,10931.868965606434,12875.128808883934,9401.845582909424,1564.690100389874,0,1543.9268230113998,1858.0099070604406,4110.217964218027,5214.422148965414,6748.412928289477,5647.391684404992,2828.0349312284657,7411.22126415712,6490.088246167058,5580.581254353396,6277.856801822612,3328.785228867491,5912.657605066092,6347.985887722487,3420.9244470374074,4015.55268972831,4177.703988084894,6961.7321855874625,5158.883298992448,5785.47326073839,8069.672884668435
13455.39845263883,16155.523521174762,18512.517463659555,17595.877184364017,21715.950661314022,23849.472462659083,16531.481077161352,16597.196817111027,12396.317499719727,12354.042039260125,13740.19850909234,16329.189178686525,18775.535842918445,22220.335840605243,8298.285684282188,10449.03201779553,8619.797930597264,11866.266429970638,14414.796373586594,11048.867336306308,8106.765564105567,15263.9883763381,11051.628112926042,10601.74727801382,4150.60369127326,9084.710950792198,12069.225666928121,13979.225162934805,10590.921093041658,1489.7463602041782,1543.9268230113998,0,2633.748212491414,5148.328313899803,6152.666835878525,7742.531876697967,6216.0978726928815,3987.6606735117957,8784.742053480766,7836.325761503056,6887.655064077065,7766.298546156656,3636.8739732860236,5915.262591831487,5714.864764504532,3384.8952462737216,2511.5326072265575,2749.690623077494,5430.520616213045,3691.087266053497,4612.716413980225,6555.890238221595
