id,col,del,region,sub,reg_sub,cp,new_region,num_diligencias_cpxgeo,num_addr_cpxgeo,area_sqkm,otros
16,"VALENTIN GOMEZ FARIAS","VENUSTIANO CARRANZA",3,2,16,"15010",14,.005661713,.003460208,.0049442463,1
18,"PUEBLA","VENUSTIANO CARRANZA",3,4,18,"15020",14,.013446568,.013840831,.0063502407,1
17,"MERCED BALBUENA","VENUSTIANO CARRANZA",3,3,17,"15100",16,.042462844,.062283736,.014117695,1
17,"JANITZIO","VENUSTIANO CARRANZA",3,3,17,"15200",16,.0021231419,.006920415,.0018099506,1
17,"VALLE GOMEZ","VENUSTIANO CARRANZA",3,3,17,"15210",16,.0035385699,.010380623,.0050899652,1
17,"POPULAR RASTRO","VENUSTIANO CARRANZA",3,3,17,"15220",16,.029016277,.027681662,.0065920958,1
17,"MICHOACANA","VENUSTIANO CARRANZA",3,3,17,"15240",16,.000707714,0,.0019791857,1
17,"MORELOS","VENUSTIANO CARRANZA",3,3,17,"15270",16,.01556971,.017301038,.012892941,1
17,"10 DE MAYO","VENUSTIANO CARRANZA",3,3,17,"15290",16,.0035385699,0,.0026655188,1
17,"20 DE NOVIEMBRE","VENUSTIANO CARRANZA",3,3,17,"15300",16,.014154281,.020761246,.0094330339,1
17,"20 DE NOVIEMBRE","VENUSTIANO CARRANZA",3,3,17,"15309",16,.0049539991,.010380623,.0058915894,1
17,"20 DE NOVIEMBRE","VENUSTIANO CARRANZA",3,3,17,"15310",16,.000707714,0,.0034212396,1
17,"AZTECA","VENUSTIANO CARRANZA",3,3,17,"15320",16,.0070771412,0,.0012802354,1
17,"AQUILES SERDAN","VENUSTIANO CARRANZA",3,3,17,"15339",16,0,0,.0014825329,1
17,"20 DE NOVIEMBRE","VENUSTIANO CARRANZA",3,3,17,"15340",16,.000707714,0,.002252762,1
17,"MADERO","VENUSTIANO CARRANZA",3,,17,"15370",16,.000707714,0,.0013644176,1
17,"","VENUSTIANO CARRANZA",3,,17,"15390",16,.0092002833,.010380623,.0042895088,1
17,"ROMERO RUBIO","VENUSTIANO CARRANZA",3,3,17,"15400",16,.002830856,.003460208,.0099435449,1
17,"SIMON BOLIVAR","VENUSTIANO CARRANZA",3,3,17,"15410",16,.005661713,.006920415,.0039190017,1
17,"AMPLIACION SIMON BOLIVAR","VENUSTIANO CARRANZA",3,,17,"15420",16,.001415428,0,.0016210608,1
17,"AQUILES SERDAN","VENUSTIANO CARRANZA",3,3,17,"15430",16,.0084925694,.010380623,.0061746342,1
17,"PRIMERO DE MAYO","VENUSTIANO CARRANZA",3,,17,"15440",16,0,0,.0015571688,1
17,"DAMIAN CARMONA","VENUSTIANO CARRANZA",3,3,17,"15450",16,.0021231419,0,.0016968234,1
17,"MOCTEZUMA PRIMERA SECCION","VENUSTIANO CARRANZA",3,3,17,"15500",16,.0092002833,.013840831,.0094956085,1
18,"PENSADOR MEXICANO","VENUSTIANO CARRANZA",3,4,18,"15510",14,.046709128,.079584777,.014224797,1
18,"PEÃâON DE LOS BAÃâOS","VENUSTIANO CARRANZA",3,4,18,"15520",14,.055201698,.079584777,.010124119,1
18,"MOCTEZUMA SEGUNDA SECCION","VENUSTIANO CARRANZA",3,4,18,"15530",14,.13729653,.22145329,.038555194,1
18,"SANTA CRUZ AVIACION","VENUSTIANO CARRANZA",3,4,18,"15540",14,.02264685,.006920415,.0021291315,1
18,"","VENUSTIANO CARRANZA",3,,18,"15600",14,.0021231419,.003460208,.0037103815,1
18,"CUCHILLA PANTITLAN","VENUSTIANO CARRANZA",3,4,18,"15610",14,.001415428,.003460208,.0049441261,1
18,"PEÃâON DE LOS BAÃâOS","VENUSTIANO CARRANZA",3,4,18,"15620",14,.076433122,.10034602,.11172832,1
18,"CARACOL","VENUSTIANO CARRANZA",3,4,18,"15630",14,0,0,.0038107068,1
18,"","VENUSTIANO CARRANZA",3,,18,"15640",14,.0021231419,.003460208,.020426819,1
18,"IGNACIO ZARAGOZA","VENUSTIANO CARRANZA",3,4,18,"15650",14,.000707714,0,.0024788268,1
19,"ARENAL PUERTO AEREO","VENUSTIANO CARRANZA",3,6,19,"15660",16,.001415428,.003460208,.0046701888,1
17,"ADOLFO LOPEZ MATEOS","VENUSTIANO CARRANZA",3,3,17,"15670",16,.0099079972,.006920415,.0077633089,1
19,"ARENAL 2A SECCION","",3,,19,"15680",16,.000707714,0,.0018824192,1
18,"FEDERAL","VENUSTIANO CARRANZA",3,4,18,"15700",14,.05378627,.065743946,.012017533,1
18,"INDUSTRIAL PUERTO AEREO","VENUSTIANO CARRANZA",3,4,18,"15710",14,.070063695,.062283736,.0027540377,1
18,"CUATRO ARBOLES","VENUSTIANO CARRANZA",3,4,18,"15730",14,0,0,.0073221605,1
18,"AVIACION CIVIL","VENUSTIANO CARRANZA",3,4,18,"15740",14,.013446568,.017301038,.0043753432,1
17,"JAMAICA","VENUSTIANO CARRANZA",3,3,17,"15800",16,.017692853,.027681662,.003208413,1
17,"MERCED BALBUENA","VENUSTIANO CARRANZA",3,3,17,"15810",16,.014154281,.031141868,.0045994627,1
17,"LORENZO BOTURINI","VENUSTIANO CARRANZA",3,3,17,"15820",16,.039631989,.044982698,.005170044,1
17,"SEVILLA","VENUSTIANO CARRANZA",3,3,17,"15830",16,0,0,.002107878,1
17,"SEVILLA","VENUSTIANO CARRANZA",3,3,17,"15840",16,.017692853,.020761246,.0017087496,1
17,"MAGDALENA MIXIHUCA","VENUSTIANO CARRANZA",3,3,17,"15850",16,.029016277,.031141868,.0059530474,1
17,"PUEBLO DE LA MAGDALENA MIXIUHCA","VENUSTIANO CARRANZA",3,3,17,"15860",16,.0049539991,.003460208,.0029084126,1
17,"JARDIN BALBUENA","VENUSTIANO CARRANZA",3,3,17,"15900",16,.15428168,.20069204,.049573366,1
17,"JARDIN BALBUENA","VENUSTIANO CARRANZA",3,,17,"15950",16,.001415428,0,,
17,"EL PARQUE","VENUSTIANO CARRANZA",3,3,17,"15960",16,.0063694268,0,.014607067,1
17,"24 DE ABRIL","VENUSTIANO CARRANZA",3,3,17,"15980",16,.001415428,.006920415,.00073622313,1
17,"JARDIN BALBUENA","VENUSTIANO CARRANZA",3,,17,"15990",16,0,0,.0020839898,1
6,"BARRIO SAN JUAN","XOCHIMILCO",1,,6,"16000",13,.001415428,0,.0064666537,1
6,"PASEOS DEL SUR","XOCHIMILCO",1,6,6,"16010",13,.029723991,.034602076,.011560238,1
6,"SANTA MARIA TEPEPAN","XOCHIMILCO",1,6,6,"16020",13,.032554846,.051903114,.034434989,1
6,"AMPLIACION TEPEPAN","XOCHIMILCO",1,,6,"16029",13,.0049539991,0,.013689409,1
6,"POTRERO DE SAN BENARDINO","XOCHIMILCO",1,6,6,"16030",13,.040339705,.034602076,.022015458,1
6,"","XOCHIMILCO",1,6,6,"16034",13,.0021231419,.003460208,.05104183,1
6,"SAN LORENZO LA CEBADA","XOCHIMILCO",1,6,6,"16035",13,.031847134,.048442908,.021883981,1
6,"AMPLIACION SAN MARCOS NORTE","XOCHIMILCO",1,,6,"16038",13,.0063694268,.006920415,.011902897,1
6,"LA ASUNCION","XOCHIMILCO",1,6,6,"16040",13,0,0,.024756951,1
6,"JARDINES DEL SUR","XOCHIMILCO",1,6,6,"16050",13,.013446568,.024221454,.017453775,1
6,"LA GUADALUPITA","XOCHIMILCO",1,6,6,"16070",13,.005661713,.013840831,.0055586868,1
6,"SAN ESTEBAN","XOCHIMILCO",1,,6,"16080",13,.000707714,0,.0092112618,1
6,"XALTOCAN","XOCHIMILCO",1,6,6,"16090",13,.025477707,.044982698,.055926442,1
6,"","XOCHIMILCO",1,6,6,"16200",13,.0042462852,.013840831,.025930839,1
6,"","XOCHIMILCO",1,,6,"16210",13,.0021231419,.003460208,.0060617765,1
6,"CALPULCO","XOCHIMILCO",1,,6,"16216",13,.000707714,0,,
6,"SAN LUCAS XOCHIMANCA","XOCHIMILCO",1,,6,"16340",13,0,0,.0012351364,1
6,"TEJOMULCO EL BAJO","XOCHIMILCO",1,6,6,"16429",13,.0070771412,0,.0017174386,1
6,"BARRIO DE XALTOCAN","XOCHIMILCO",1,6,6,"16440",13,.001415428,0,.0016479642,1
6,"XALTOCAN","XOCHIMILCO",1,6,6,"16450",13,0,0,.013775136,1
6,"BARRIO DE SAN CRISTOBAL","XOCHIMILCO",1,6,6,"16457",13,0,0,.0019069444,1
6,"SANTA CRUZ ACALPIXCA","XOCHIMILCO",1,,6,"16500",13,.0042462852,.003460208,.0096290354,1
6,"SAN JUAN MOYOTEPEC","XOCHIMILCO",1,,6,"16514",13,.001415428,0,.0078998972,1
6,"","XOCHIMILCO",1,,6,"16517",13,.000707714,.003460208,.0043504392,1
6,"GUADALUPITA","XOCHIMILCO",1,6,6,"16710",13,.002830856,.006920415,.0049302713,1
6,"LAS ANIMAS","XOCHIMILCO",1,,6,"16749",13,.0049539991,0,.0026905502,1
6,"TERCERA SECCION DE CERRILLOS TULYEHUALCO","XOCHIMILCO",1,,6,"16770",13,.001415428,0,.0054447567,1
6,"BARRIO SAN PEDRO","XOCHIMILCO",1,,6,"16799",13,.0049539991,0,.001301942,1
6,"SAN MATEO XALPA","XOCHIMILCO",1,6,6,"16800",13,.0063694268,.006920415,.022861013,1
6,"SAN IGNACIO TLACHUTEPEC","XOCHIMILCO",1,,6,"16810",13,0,0,.034026518,1
3,"SAN ANDRES AHUAYUCAN","XOCHIMILCO",1,3,3,"16813",13,.002830856,0,.0050650761,1
3,"SANTA CECILIA TEPETLAPA","XOCHIMILCO",1,,3,"16880",13,.000707714,0,.053635255,1
3,"BARRIO SAN PEDRO XOCHIMILCO","XOCHIMILCO",1,,3,"16888",13,0,0,.039235398,1
1,"PEDREGAL DE SAN FRANCISCO","XOCHIMILCO",1,1,1,"16910",1,0,0,.019017413,1
20,"LAS AGUILAS","ALVARO OBREGON",4,1,20,"17100",22,0,0,,
41,"NAPOLES","BENITO JUAREZ",8,3,41,"38201",20,.000707714,0,,
,"","",,,,"01100",0,0,0,.00061248441,1
,"","",,,,"01109",0,0,0,.0014106019,1
,"","",,,,"01125",0,0,0,.000093628711,1
,"","",,,,"01139",0,0,0,.000094536445,1
,"","",,,,"01170",0,0,0,.00027354222,1
,"","",,,,"01200",0,0,0,.0010168563,1
,"","",,,,"01239",0,0,0,.00032366856,1
,"","",,,,"01240",0,0,0,.00077590701,1
,"","",,,,"01250",0,0,0,.0022168714,1
,"","",,,,"01259",0,0,0,.00056823943,1
,"","",,,,"01260",0,0,0,.0065599722,1
,"","",,,,"01269",0,0,0,.00078023638,1
,"","",,,,"01275",0,0,0,.00014044534,1
,"","",,,,"01276",0,0,0,.00055432698,1
,"","",,,,"01278",0,0,0,.0013926417,1
,"","",,,,"01285",0,0,0,1.0678892e-19,1
,"","",,,,"01289",0,0,0,.00068426621,1
,"","",,,,"01296",0,0,0,.01096607,1
,"","",,,,"01298",0,0,0,.0072949314,1
,"","",,,,"01299",0,0,0,.0064303069,1
,"","",,,,"01377",0,0,0,.0071620797,1
,"","",,,,"01407",0,0,0,.000064985943,1
,"","",,,,"01509",0,0,0,.0011949351,1
,"","",,,,"01538",0,0,0,.00095440377,1
,"","",,,,"01539",0,0,0,.0008451757,1
,"","",,,,"01548",0,0,0,.00086015469,1
,"","",,,,"01549",0,0,0,.00041773959,1
,"","",,,,"01560",0,0,0,.0062375194,1
,"","",,,,"01566",0,0,0,.00037400695,1
,"","",,,,"01569",0,0,0,.001265059,1
,"","",,,,"01590",0,0,0,.00028022681,1
,"","",,,,"01610",0,0,0,.0040600151,1
,"","",,,,"01620",0,0,0,.0098207323,1
,"","",,,,"01630",0,0,0,.0035411157,1
,"","",,,,"01645",0,0,0,.00059815386,1
,"","",,,,"01650",0,0,0,.0083308425,1
,"","",,,,"01720",0,0,0,.0039824545,1
,"","",,,,"01729",0,0,0,.0066100322,1
,"","",,,,"01750",0,0,0,.019985624,1
,"","",,,,"01789",0,0,0,.0008962226,1
,"","",,,,"01810",0,0,0,.0063187182,1
,"","",,,,"01849",0,0,0,.0029791512,1
,"","",,,,"01857",0,0,0,.010092316,1
,"","",,,,"01859",0,0,0,.0059001762,1
,"","",,,,"01864",0,0,0,.40304232,1
,"","",,,,"01870",0,0,0,.0024635992,1
,"","",,,,"02140",0,0,0,.0031635324,1
,"","",,,,"02310",0,0,0,.00061198516,1
,"","",,,,"02330",0,0,0,.0010252059,1
,"","",,,,"02640",0,0,0,.00042240467,1
,"","",,,,"02680",0,0,0,.0010541691,1
,"","",,,,"02750",0,0,0,.0096510062,1
,"","",,,,"02830",0,0,0,.0011129222,1
,"","",,,,"02920",0,0,0,.00080435944,1
,"","",,,,"04390",0,0,0,.003600325,1
,"","",,,,"04489",0,0,0,.004559637,1
,"","",,,,"04840",0,0,0,.0078589041,1
,"","",,,,"04919",0,0,0,.002886941,1
,"","",,,,"04930",0,0,0,.0043565095,1
,"","",,,,"05010",0,0,0,.015490902,1
,"","",,,,"05039",0,0,0,.022779739,1
,"","",,,,"05050",0,0,0,.045981836,1
,"","",,,,"05220",0,0,0,.000095264186,1
,"","",,,,"05230",0,0,0,.00026480845,1
,"","",,,,"05269",0,0,0,.00047080498,1
,"","",,,,"05280",0,0,0,.0038144994,1
,"","",,,,"05400",0,0,0,.0051852353,1
,"","",,,,"05520",0,0,0,.00019351255,1
,"","",,,,"05530",0,0,0,.0021524951,1
,"","",,,,"05700",0,0,0,.0010034041,1
,"","",,,,"05730",0,0,0,.012152549,1
,"","",,,,"05740",0,0,0,.12086357,1
,"","",,,,"05750",0,0,0,.061474744,1
,"","",,,,"05760",0,0,0,.0011963774,1
,"","",,,,"05780",0,0,0,.00061891362,1
,"","",,,,"05910",0,0,0,.31618062,1
,"","",,,,"07060",0,0,0,.003141908,1
,"","",,,,"07069",0,0,0,.0023127727,1
,"","",,,,"07080",0,0,0,.014645453,1
,"","",,,,"07089",0,0,0,.010858257,1
,"","",,,,"07109",0,0,0,.00031321551,1
,"","",,,,"07110",0,0,0,.0067020389,1
,"","",,,,"07119",0,0,0,.04240109,1
,"","",,,,"07130",0,0,0,.0093537867,1
,"","",,,,"07135",0,0,0,.0062500844,1
,"","",,,,"07144",0,0,0,.006063303,1
,"","",,,,"07145",0,0,0,.018561941,1
,"","",,,,"07146",0,0,0,.035889421,1
,"","",,,,"07149",0,0,0,.000013541098,1
,"","",,,,"07150",0,0,0,.0054253107,1
,"","",,,,"07155",0,0,0,.0063749384,1
,"","",,,,"07164",0,0,0,.00873568,1
,"","",,,,"07180",0,0,0,.0069472324,1
,"","",,,,"07183",0,0,0,.0011898074,1
,"","",,,,"07187",0,0,0,.0033147833,1
,"","",,,,"07188",0,0,0,.006011799,1
,"","",,,,"07189",0,0,0,.0026470749,1
,"","",,,,"07190",0,0,0,.0033377339,1
,"","",,,,"07207",0,0,0,.0023869791,1
,"","",,,,"07214",0,0,0,.00083592074,1
,"","",,,,"07220",0,0,0,.0039539128,1
,"","",,,,"07224",0,0,0,.00032686823,1
,"","",,,,"07239",0,0,0,.0098614162,1
,"","",,,,"07240",0,0,0,.00035205286,1
,"","",,,,"07250",0,0,0,.0042268434,1
,"","",,,,"07255",0,0,0,.01336644,1
,"","",,,,"07295",0,0,0,.009705143,1
,"","",,,,"07350",0,0,0,.0073572309,1
,"","",,,,"07360",0,0,0,.0070576048,1
,"","",,,,"07363",0,0,0,.020238578,1
,"","",,,,"07455",0,0,0,5.2824862e-06,1
,"","",,,,"07509",0,0,0,.0047395891,1
,"","",,,,"07540",0,0,0,.0053691897,1
,"","",,,,"07560",0,0,0,.0032850516,1
,"","",,,,"07754",0,0,0,.0013532293,1
,"","",,,,"07869",0,0,0,.00070500909,1
,"","",,,,"07889",0,0,0,.0033297779,1
,"","",,,,"07910",0,0,0,.017168226,1
,"","",,,,"07930",0,0,0,.00060648145,1
,"","",,,,"08040",0,0,0,.0058091939,1
,"","",,,,"08320",0,0,0,.0011812004,1
,"","",,,,"08420",0,0,0,.0016151066,1
,"","",,,,"08710",0,0,0,.0018357538,1
,"","",,,,"08770",0,0,0,.0010891196,1
,"","",,,,"09180",0,0,0,.020632405,1
,"","",,,,"09220",0,0,0,.013085415,1
,"","",,,,"09230",0,0,0,.024553282,1
,"","",,,,"09250",0,0,0,.00051633187,1
,"","",,,,"09350",0,0,0,.00046696191,1
,"","",,,,"09359",0,0,0,.0008356914,1
,"","",,,,"09550",0,0,0,.0029109435,1
,"","",,,,"09648",0,0,0,.0018935641,1
,"","",,,,"09670",0,0,0,.0076686372,1
,"","",,,,"09689",0,0,0,.0056972485,1
,"","",,,,"09690",0,0,0,.0087556904,1
,"","",,,,"09698",0,0,0,.0083059417,1
,"","",,,,"09704",0,0,0,.00091000577,1
,"","",,,,"09705",0,0,0,.010792882,1
,"","",,,,"09708",0,0,0,.0029295869,1
,"","",,,,"09709",0,0,0,.0026232409,1
,"","",,,,"09710",0,0,0,.0020894879,1
,"","",,,,"09769",0,0,0,.0010321283,1
,"","",,,,"09856",0,0,0,.00097962585,1
,"","",,,,"09859",0,0,0,.0006683399,1
,"","",,,,"09868",0,0,0,.0020856308,1
,"","",,,,"09940",0,0,0,.0043518473,1
,"","",,,,"09969",0,0,0,.00099047669,1
,"","",,,,"10020",0,0,0,.00432572,1
,"","",,,,"10130",0,0,0,.00081524998,1
,"","",,,,"10330",0,0,0,.010818865,1
,"","",,,,"10368",0,0,0,.0014172662,1
,"","",,,,"10369",0,0,0,.0092551131,1
,"","",,,,"10370",0,0,0,.0014396856,1
,"","",,,,"10378",0,0,0,.0015312799,1
,"","",,,,"10379",0,0,0,.00080489123,1
,"","",,,,"10620",0,0,0,.0023554214,1
,"","",,,,"10630",0,0,0,.0089484546,1
,"","",,,,"10643",0,0,0,.32963869,1
,"","",,,,"10660",0,0,0,.0036724238,1
,"","",,,,"10800",0,0,0,.0039451104,1
,"","",,,,"10810",0,0,0,.0017042643,1
,"","",,,,"10820",0,0,0,.0011210529,1
,"","",,,,"10830",0,0,0,.0033495661,1
,"","",,,,"10840",0,0,0,.00013242006,1
,"","",,,,"10920",0,0,0,.00095193385,1
,"","",,,,"10926",0,0,0,.10293481,1
,"","",,,,"10927",0,0,0,.12520355,1
,"","",,,,"10928",0,0,0,.13754782,1
,"","",,,,"11290",0,0,0,.0056419722,1
,"","",,,,"11340",0,0,0,.0021574867,1
,"","",,,,"11350",0,0,0,.0046754372,1
,"","",,,,"12003",0,0,0,.013674245,1
,"","",,,,"12004",0,0,0,.01594015,1
,"","",,,,"12005",0,0,0,.018959802,1
,"","",,,,"12070",0,0,0,.0042651794,1
,"","",,,,"12080",0,0,0,.011742069,1
,"","",,,,"12100",0,0,0,.032685284,1
,"","",,,,"12110",0,0,0,.0072018174,1
,"","",,,,"12113",0,0,0,.054360017,1
,"","",,,,"12114",0,0,0,.020786809,1
,"","",,,,"12115",0,0,0,.034767792,1
,"","",,,,"12116",0,0,0,.034889836,1
,"","",,,,"12205",0,0,0,.0064987806,1
,"","",,,,"12210",0,0,0,.051251575,1
,"","",,,,"12220",0,0,0,.02242787,1
,"","",,,,"12230",0,0,0,.051685166,1
,"","",,,,"12240",0,0,0,.030358685,1
,"","",,,,"12250",0,0,0,.0082534077,1
,"","",,,,"12252",0,0,0,.0093061924,1
,"","",,,,"12300",0,0,0,.04940211,1
,"","",,,,"12303",0,0,0,.57791108,1
,"","",,,,"12305",0,0,0,1,1
,"","",,,,"12306",0,0,0,.6854561,1
,"","",,,,"12400",0,0,0,.015160248,1
,"","",,,,"12410",0,0,0,.034428239,1
,"","",,,,"12420",0,0,0,.41090086,1
,"","",,,,"12500",0,0,0,.014831097,1
,"","",,,,"12544",0,0,0,.010194417,1
,"","",,,,"12547",0,0,0,.015125533,1
,"","",,,,"12600",0,0,0,.0066273655,1
,"","",,,,"12610",0,0,0,.016607564,1
,"","",,,,"12700",0,0,0,.012311786,1
,"","",,,,"12710",0,0,0,.023692954,1
,"","",,,,"12800",0,0,0,.0048035709,1
,"","",,,,"12810",0,0,0,.06283664,1
,"","",,,,"12910",0,0,0,.0042723664,1
,"","",,,,"12913",0,0,0,.053224903,1
,"","",,,,"12914",0,0,0,.061035492,1
,"","",,,,"12920",0,0,0,.016019717,1
,"","",,,,"12923",0,0,0,.089994833,1
,"","",,,,"12924",0,0,0,.052150864,1
,"","",,,,"12930",0,0,0,.018833088,1
,"","",,,,"12933",0,0,0,.083425716,1
,"","",,,,"12935",0,0,0,.44361472,1
,"","",,,,"12940",0,0,0,.0089949351,1
,"","",,,,"12950",0,0,0,.0020715767,1
,"","",,,,"13030",0,0,0,.00086398673,1
,"","",,,,"13060",0,0,0,.0034466169,1
,"","",,,,"13070",0,0,0,.0026646217,1
,"","",,,,"13090",0,0,0,.0041578324,1
,"","",,,,"13093",0,0,0,.0061262767,1
,"","",,,,"13094",0,0,0,.0080056591,1
,"","",,,,"13099",0,0,0,.0025931036,1
,"","",,,,"13110",0,0,0,.0001482411,1
,"","",,,,"13115",0,0,0,.04780459,1
,"","",,,,"13116",0,0,0,.082367033,1
,"","",,,,"13119",0,0,0,.00046591688,1
,"","",,,,"13123",0,0,0,.0096007334,1
,"","",,,,"13129",0,0,0,.0061650742,1
,"","",,,,"13230",0,0,0,.002658589,1
,"","",,,,"13278",0,0,0,.0095660286,1
,"","",,,,"13280",0,0,0,.0040096832,1
,"","",,,,"13315",0,0,0,.00017078152,1
,"","",,,,"13363",0,0,0,.01733104,1
,"","",,,,"13410",0,0,0,.00034019697,1
,"","",,,,"13430",0,0,0,.087918699,1
,"","",,,,"13440",0,0,0,.0025234001,1
,"","",,,,"13450",0,0,0,.010435549,1
,"","",,,,"13460",0,0,0,.0021010251,1
,"","",,,,"13463",0,0,0,.027894683,1
,"","",,,,"13465",0,0,0,.019688105,1
,"","",,,,"13466",0,0,0,.018573873,1
,"","",,,,"13467",0,0,0,.027005931,1
,"","",,,,"13508",0,0,0,.0070811356,1
,"","",,,,"13509",0,0,0,.0021466655,1
,"","",,,,"13510",0,0,0,.057624996,1
,"","",,,,"13520",0,0,0,.0055057588,1
,"","",,,,"13529",0,0,0,.082931668,1
,"","",,,,"13540",0,0,0,.015354035,1
,"","",,,,"13545",0,0,0,.002085367,1
,"","",,,,"13547",0,0,0,.031942885,1
,"","",,,,"13549",0,0,0,.0045599071,1
,"","",,,,"13600",0,0,0,.0065768501,1
,"","",,,,"13610",0,0,0,.0054931454,1
,"","",,,,"13625",0,0,0,.024004476,1
,"","",,,,"13640",0,0,0,.014190909,1
,"","",,,,"13700",0,0,0,.0087205097,1
,"","",,,,"13705",0,0,0,.0094267689,1
,"","",,,,"14040",0,0,0,.0038795972,1
,"","",,,,"14108",0,0,0,.0032796606,1
,"","",,,,"14209",0,0,0,.00096135365,1
,"","",,,,"14219",0,0,0,.045419652,1
,"","",,,,"14220",0,0,0,.0038181976,1
,"","",,,,"14230",0,0,0,.0036369173,1
,"","",,,,"14248",0,0,0,.0034549956,1
,"","",,,,"14266",0,0,0,.0044882544,1
,"","",,,,"14270",0,0,0,.022356566,1
,"","",,,,"14273",0,0,0,.0025042731,1
,"","",,,,"14276",0,0,0,.031187775,1
,"","",,,,"14377",0,0,0,.0030200898,1
,"","",,,,"14388",0,0,0,.0026301302,1
,"","",,,,"14406",0,0,0,.0013906945,1
,"","",,,,"14408",0,0,0,.0045280633,1
,"","",,,,"14409",0,0,0,.0011158714,1
,"","",,,,"14426",0,0,0,.00036095284,1
,"","",,,,"14427",0,0,0,.0094336169,1
,"","",,,,"14429",0,0,0,.00094482087,1
,"","",,,,"14438",0,0,0,.0035571703,1
,"","",,,,"14439",0,0,0,.0023037901,1
,"","",,,,"14440",0,0,0,.0028657084,1
,"","",,,,"14449",0,0,0,.0032808851,1
,"","",,,,"14450",0,0,0,.011507713,1
,"","",,,,"14456",0,0,0,.0041399472,1
,"","",,,,"14460",0,0,0,.024479397,1
,"","",,,,"14470",0,0,0,.0091045983,1
,"","",,,,"14475",0,0,0,.019968906,1
,"","",,,,"14476",0,0,0,.024653276,1
,"","",,,,"14479",0,0,0,.0064270105,1
,"","",,,,"14492",0,0,0,.0235011,1
,"","",,,,"14505",0,0,0,.079683259,1
,"","",,,,"14550",0,0,0,.076225445,1
,"","",,,,"14608",0,0,0,.0089113982,1
,"","",,,,"14629",0,0,0,.0013306373,1
,"","",,,,"14646",0,0,0,.0031529965,1
,"","",,,,"14647",0,0,0,.00099968072,1
,"","",,,,"14653",0,0,0,.068567365,1
,"","",,,,"14654",0,0,0,.0064482032,1
,"","",,,,"14657",0,0,0,.017592555,1
,"","",,,,"14658",0,0,0,.0015523925,1
,"","",,,,"14712",0,0,0,.0077798776,1
,"","",,,,"14713",0,0,0,.23456493,1
,"","",,,,"14714",0,0,0,.14916153,1
,"","",,,,"14715",0,0,0,.22697689,1
,"","",,,,"14720",0,0,0,.0031599677,1
,"","",,,,"14730",0,0,0,.0014443917,1
,"","",,,,"14734",0,0,0,.0035767986,1
,"","",,,,"14735",0,0,0,.096027359,1
,"","",,,,"14738",0,0,0,.0043031801,1
,"","",,,,"14739",0,0,0,.0037108227,1
,"","",,,,"14740",0,0,0,.0036156136,1
,"","",,,,"14749",0,0,0,.0023209497,1
,"","",,,,"14750",0,0,0,.00043998865,1
,"","",,,,"14780",0,0,0,.0039897286,1
,"","",,,,"14790",0,0,0,.03444175,1
,"","",,,,"14903",0,0,0,.31352615,1
,"","",,,,"14904",0,0,0,.28907105,1
,"","",,,,"14905",0,0,0,.43456292,1
,"","",,,,"14906",0,0,0,.99500656,1
,"","",,,,"15230",0,0,0,.0029098641,1
,"","",,,,"15250",0,0,0,.0014668647,1
,"","",,,,"15260",0,0,0,.0027603621,1
,"","",,,,"15280",0,0,0,.0022460462,1
,"","",,,,"15330",0,0,0,.00004924932,1
,"","",,,,"15350",0,0,0,.0037348811,1
,"","",,,,"15380",0,0,0,.0011122922,1
,"","",,,,"15460",0,0,0,.0028805323,1
,"","",,,,"15470",0,0,0,.0006862302,1
,"","",,,,"15750",0,0,0,.0015726419,1
,"","",,,,"15870",0,0,0,.00035571546,1
,"","",,,,"15970",0,0,0,.0024948122,1
,"","",,,,"16036",0,0,0,.032908808,1
,"","",,,,"16043",0,0,0,.10948801,1
,"","",,,,"16059",0,0,0,.001405286,1
,"","",,,,"16060",0,0,0,.0022698406,1
,"","",,,,"16093",0,0,0,.057181265,1
,"","",,,,"16100",0,0,0,.022152727,1
,"","",,,,"16106",0,0,0,.014100963,1
,"","",,,,"16220",0,0,0,.012551755,1
,"","",,,,"16230",0,0,0,.0098290844,1
,"","",,,,"16240",0,0,0,.017447714,1
,"","",,,,"16243",0,0,0,.049854837,1
,"","",,,,"16244",0,0,0,.00068102212,1
,"","",,,,"16247",0,0,0,.020946484,1
,"","",,,,"16300",0,0,0,.018522914,1
,"","",,,,"16310",0,0,0,.0018942683,1
,"","",,,,"16320",0,0,0,.010554064,1
,"","",,,,"16400",0,0,0,.0082034348,1
,"","",,,,"16410",0,0,0,.0028282618,1
,"","",,,,"16420",0,0,0,.0052360366,1
,"","",,,,"16428",0,0,0,.0046286383,1
,"","",,,,"16430",0,0,0,.00060051522,1
,"","",,,,"16443",0,0,0,.0022808805,1
,"","",,,,"16459",0,0,0,.041910585,1
,"","",,,,"16510",0,0,0,.0051912214,1
,"","",,,,"16513",0,0,0,.0033002952,1
,"","",,,,"16515",0,0,0,.021430373,1
,"","",,,,"16516",0,0,0,.010870555,1
,"","",,,,"16518",0,0,0,.0027604881,1
,"","",,,,"16520",0,0,0,.022555551,1
,"","",,,,"16530",0,0,0,.0011000303,1
,"","",,,,"16533",0,0,0,.0011109265,1
,"","",,,,"16550",0,0,0,.00040850727,1
,"","",,,,"16555",0,0,0,.040728334,1
,"","",,,,"16556",0,0,0,.025920048,1
