id,col,del,region,sub,reg_sub,cp,new_region,num_diligencias_cpxgeo,num_addr_cpxgeo,area_sqkm,otros
2,"EMILIANO ZAPATA","COYOACAN",1,2,2,"04815",15,.01203114,.013840831,.0017952133,1
2,"EX HACIENDA COAPA","COYOACAN",1,2,2,"04830",15,.033970278,.044982698,.0044414042,1
1,"EX EJIDO SAN PABLO TEPETLAPA","COYOACAN",1,1,1,"04849",1,.001415428,0,,
2,"PRADOS DE COYOACAN","COYOACAN",1,2,2,"04870",15,.002830856,.003460208,.0075304811,1
2,"JARDINES DE COYOACAN","COYOACAN",1,2,2,"04890",15,.0092002833,.024221454,.0058780401,1
2,"EXHACIENDA COAPA","COYOACAN",1,2,2,"04899",15,.01203114,.020761246,.00333281,1
2,"UNIDAD CTM CULHUACAN SECC 9","COYOACAN",1,2,2,"04909",15,.0063694268,.013840831,.01767171,1
2,"CARMEN SERDAN","COYOACAN",1,2,2,"04910",15,.001415428,0,.0033886947,1
2,"RESIDENCIAL CAFETALES","COYOACAN",1,2,2,"04918",15,.05378627,.055363324,.0059464322,1
2,"LOS GIRASOLES","COYOACAN",1,2,2,"04920",15,.019108281,.031141868,.008734894,1
2,"COAPA LAS CAMPAÃâAS","COYOACAN",1,,2,"04929",15,.001415428,0,.00071473379,1
2,"CAMPESTRE COYOACAN","COYOACAN",1,2,2,"04938",15,.001415428,.003460208,.0030791156,1
2,"MIRADOR","COYOACAN",1,2,2,"04939",15,0,0,.0028823728,1
2,"CAMPESTRE COYOACAN","COYOACAN",1,2,2,"04940",15,.0049539991,.006920415,.0044255969,1
2,"EL MIRADOR","COYOACAN",1,2,2,"04950",15,.002830856,.003460208,.0025122743,1
2,"VILLA QUIETUD","COYOACAN",1,2,2,"04960",15,.002830856,.006920415,.0089819711,1
2,"","COYOACAN",1,2,2,"04970",15,.010615711,.024221454,.0037911718,1
2,"SANTA URSULA COAPA","COYOACAN",1,2,2,"04980",15,.026893135,.041522492,.021189619,1
28,"CUAJIMALPA","CUAJIMALPA DE MORELOS",5,4,28,"05000",3,.030431706,.044982698,.022635091,1
28,"LOMA DEL PADRE","CUAJIMALPA DE MORELOS",5,4,28,"05020",3,.001415428,0,.032627642,1
28,"CUAJIMALPA","CUAJIMALPA DE MORELOS",5,4,28,"05030",3,.0035385699,.010380623,.0055739693,1
26,"LOMAS DE VISTA HERMOSA","CUAJIMALPA DE MORELOS",5,2,26,"05100",3,.058740269,.08650519,.057847243,1
26,"COOPERATIVA PALO ALTO","CUAJIMALPA",5,2,26,"05110",3,.0035385699,.006920415,.0018466453,1
26,"GRANJAS PALO ALTO","CUAJIMALPA DE MORELOS",5,2,26,"05118",3,.039631989,.044982698,.0016655854,1
26,"CAMPESTRE PALO ALTO","CUAJIMALPA DE MORELOS",5,2,26,"05119",3,.019108281,.024221454,.0033167941,1
26,"BOSQUES DE LAS LOMAS","CUAJIMALPA DE MORELOS",5,2,26,"05120",3,.35314932,.25605536,.027190555,1
26,"LOMAS DEL CHAMIZAL","CUAJIMALPA DE MORELOS",5,2,26,"05129",3,.12809625,.11072665,.020564707,1
27,"SAN JOSE DE LOS CEDROS","CUAJIMALPA DE MORELOS",5,3,27,"05200",3,.016277423,.027681662,.010543216,1
26,"LOMAS DE VISTA HERMOSA","CUAJIMALPA DE MORELOS",5,2,26,"05214",3,.0035385699,.006920415,,
26,"GRANJAS NAVIDAD","CUAJIMALPA",5,,26,"05219",3,.005661713,.010380623,.0073781088,1
29,"EL MOLINO","CUAJIMALPA",5,5,29,"05240",25,0,0,.0031013533,1
29,"GRANJAS NAVIDAD","CUAJIMALPA DE MORELOS",5,,29,"05249",25,0,0,,
28,"CUAJIMALPA","CUAJIMALPA DE MORELOS",5,4,28,"05260",3,.0042462852,.006920415,.007880033,1
27,"MANZANAZTITLA","CUAJIMALPA DE MORELOS",5,,27,"05270",3,.000707714,0,.0011176382,1
27,"EL MOLINITO","CUAJIMALPA",5,3,27,"05310",3,0,0,.00026829398,1
27,"EL YAQUI","CUAJIMALPA DE MORELOS",5,3,27,"05320",3,.057324842,.05882353,.0071271881,1
27,"LOMAS DE MEMETLA","CUAJIMALPA DE MORELOS",5,3,27,"05330",3,.0021231419,.003460208,.0063927807,1
29,"LOMAS DE SANTA FE","CUAJIMALPA DE MORELOS",5,5,29,"05348",25,.73743808,.54325259,.062876061,1
27,"CRUZ MANCA","CUAJIMALPA",5,3,27,"05349",3,.011323425,.010380623,,
28,"LOCAXCO","CUAJIMALPA DE MORELOS",5,4,28,"05360",3,.000707714,0,.0015834077,1
29,"SANTA FE","CUAJIMALPA DE MORELOS",5,5,29,"05370",25,.0042462852,.003460208,.00096662663,1
27,"LOMAS DE MEMETLA","CUAJIMALPA DE MORELOS",5,3,27,"05379",3,0,0,.0012709919,1
28,"SAN LORENZO ACOPILCO","CUAJIMALPA DE MORELOS",5,4,28,"05410",3,.0084925694,.006920415,.051053181,1
28,"","CUAJIMALPA DE MORELOS",5,4,28,"05500",3,.016985139,.038062282,.050760437,1
27,"CRUZ MANCA","CUAJIMALPA DE MORELOS",5,3,27,"05600",3,.0042462852,.010380623,.052984312,1
28,"SAN ANGEL","ALVARO OBREGON",5,4,28,"05610",3,.000707714,0,.030132074,1
29,"PRADOS DE LA MONTAÃâA","CUAJIMALPA DE MORELOS",5,,29,"05619",25,.005661713,.006920415,,
29,"SAN MATEO TLALTENANGO","CUAJIMALPA DE MORELOS",5,5,29,"05620",25,.0035385699,.006920415,,
28,"SAN LORENZO ACOPILCO","CUAJIMALPA",5,4,28,"05710",3,.001415428,0,.011068291,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06000",10,.26256192,.38408303,.00684737,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06010",10,.087756544,.13148789,.0094765481,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06020",10,.11181883,.17993079,.012887621,1
46,"TABACALERA","CUAUHTEMOC",9,4,46,"06030",21,.21231422,.21799308,.0079102349,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06040",10,.050247699,.048442908,.0055198637,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06050",10,.12738854,.13494809,.0068823304,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06060",10,.13021939,.183391,.010027098,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06070",10,.029016277,.055363324,.0043603173,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06080",10,.10828026,.17993079,.0090917535,1
44,"CENTRO","CUAUHTEMOC",9,2,44,"06090",10,.0905874,.15916955,.0094966842,1
38,"HIPODROMO CONDESA","CUAUHTEMOC",7,5,38,"06100",7,.42958245,.50519031,.016815186,1
38,"CONDESA","CUAUHTEMOC",7,5,38,"06140",7,.097664542,.14186852,.0099943224,1
38,"HIPODROMO CONDESA","CUAUHTEMOC",7,5,38,"06170",7,.1104034,.12110727,.0053724954,1
45,"MORELOS","CUAUHTEMOC",9,3,45,"06200",19,.051663127,.062283736,.01786443,1
45,"PERALVILLO","CUAUHTEMOC",9,3,45,"06220",19,.017692853,.027681662,.013286326,1
45,"VALLE GOMEZ","CUAUHTEMOC",9,3,45,"06240",19,.0092002833,.013840831,.0029243273,1
45,"EX-HIPODROMO DE PERALVILLO","CUAUHTEMOC",9,3,45,"06250",19,.019815994,.048442908,.0097420318,1
45,"MAZA","CUAUHTEMOC",9,3,45,"06270",19,.000707714,0,.0013373161,1
45,"FELIPE PESCADOR","CUAUHTEMOC",9,3,45,"06280",19,.0035385699,.006920415,.0020799008,1
45,"GUERRERO","CUAUHTEMOC",9,3,45,"06300",19,.077140838,.10034602,.023316201,1
45,"BUENAVISTA","CUAUHTEMOC",9,3,45,"06350",19,.10615711,.11764706,.016432978,1
45,"SANTA MARIA LA RIBERA","CUAUHTEMOC",9,3,45,"06400",19,.13588111,.23875433,.027425477,1
45,"SANTA MARIA INSURGENTES","CUAUHTEMOC",9,3,45,"06430",19,.042462844,.044982698,.0067142127,1
45,"ATLAMPA","CUAUHTEMOC",9,3,45,"06450",19,.092710547,.08650519,.01677056,1
46,"SAN RAFAEL","CUAUHTEMOC",9,4,46,"06470",21,.25548479,.24913494,.015995201,1
46,"CUAUHTEMOC","CUAUHTEMOC",9,4,46,"06500",21,.64826608,.53633219,.018249089,1
43,"JUAREZ","CUAUHTEMOC",9,1,43,"06600",19,.87261146,.68166089,.022826415,1
35,"ROMA NORTE","CUAUHTEMOC",7,2,35,"06700",9,1,1,.036191046,1
35,"ROMA NORTE","CUAUHTEMOC",7,2,35,"06700",9,.001415428,0,.036191046,1
37,"DOCTORES","CUAUHTEMOC",7,4,37,"06720",7,.3963199,.45674741,.038259301,1
37,"DOCTORES","CUAUHTEMOC",7,4,37,"06728",7,0,0,,
34,"ROMA SUR","CUAUHTEMOC",7,1,34,"06760",9,.54423213,.43598616,.021173922,1
37,"BUENOS AIRES","CUAUHTEMOC",7,4,37,"06780",7,.0063694268,.010380623,.0050069713,1
37,"OBRERA","CUAUHTEMOC",7,4,37,"06800",7,.22222222,.28027681,.023874698,1
37,"TRANSITO","CUAUHTEMOC",7,4,37,"06820",7,.12668082,.10380623,.0094462214,1
37,"TRANSITO","CUAUHTEMOC",7,4,37,"06840",7,.0099079972,.017301038,.0024158498,1
37,"ASTURIAS","CUAUHTEMOC",7,4,37,"06850",7,.000707714,.003460208,.0041160672,1
37,"VISTA ALEGRE","CUAUHTEMOC",7,4,37,"06860",7,.021231422,.024221454,.003192184,1
37,"PAULINO NAVARRO","CUAUHTEMOC",7,4,37,"06870",7,.0092002833,.010380623,.0028769958,1
37,"ALGARIN","CUAUHTEMOC",7,4,37,"06880",7,.041755132,.079584777,.0057010823,1
37,"AMPLIACION ASTURIAS","CUAUHTEMOC",7,4,37,"06890",7,.027600849,.041522492,.0047706482,1
45,"","CUAUHTEMOC",9,3,45,"06900",19,.0077848551,.024221454,.014259641,1
45,"SAN SIMON TOLNAHUAC","CUAUHTEMOC",9,3,45,"06920",19,.01556971,.027681662,.0076247798,1
16,"ARAGON LA VILLA","GUSTAVO A MADERO",3,2,16,"07000",14,.012738854,.020761246,.0066364696,1
16,"SANTA ISABEL TOLA","GUSTAVO A MADERO",3,2,16,"07010",14,.033970278,.062283736,.025231706,1
16,"TEPEYAC INSURGENTES","GUSTAVO A MADERO",3,2,16,"07020",14,.060863413,.083044983,.01176834,1
16,"NUEVA ATZACOALCO","GUSTAVO A MADERO",3,2,16,"07040",14,.025477707,.034602076,.0060257637,1
15,"VILLA GUSTAVO A MADERO","GUSTAVO A MADERO",3,1,15,"07050",16,.012738854,.017301038,.0088683162,1
16,"ARAGON","GUSTAVO A MADERO",3,,16,"07058",14,.0049539991,0,.00200468,1
16,"","GUSTAVO A MADERO",3,2,16,"07070",14,.0084925694,.013840831,.012851545,1
16,"ATZACOALCO CTM","GUSTAVO A MADERO",3,2,16,"07090",14,.0099079972,.024221454,.013200103,1
16,"CUAUTEPEC DE MADERO","GUSTAVO A MADERO",3,,16,"07100",14,.001415428,0,.0075649242,1
16,"VALLE DE MADERO","GUSTAVO A MADERO",3,,16,"07140",14,.005661713,.003460208,.014041705,1
16,"LOMA LA PALMA","GUSTAVO A MADERO",3,,16,"07160",14,.0042462852,.003460208,.017147502,1
16,"PALMATITLA","GUSTAVO A MADERO",3,,16,"07170",14,0,0,.0067272871,1
16,"ESTRELLA","GUSTAVO A MADERO",3,2,16,"07199",14,0,0,.0037898961,1
16,"CUAUTEPEC DE MADERO","GUSTAVO A MADERO",3,,16,"07200",14,.0035385699,.006920415,.0079523362,1
16,"GUADALUPE VICTORIA I","GUSTAVO A MADERO",3,,16,"07209",14,.002830856,.003460208,.00071660546,1
16,"CHALMA DE GUADALUPE","GUSTAVO A MADERO",3,,16,"07210",14,.0049539991,0,.028964503,1
16,"ZONA ESCOLAR","GUSTAVO A MADERO",3,,16,"07230",14,.0042462852,.006920415,.015446791,1
16,"AMPLIACION CASTILLO GRANDE CUATEPEC BARRIO BAJO","GUSTAVO A MADERO",3,,16,"07259",14,0,0,.0017070234,1
16,"SOLIDARIDAD NACIONAL","GUSTAVO A MADERO",3,,16,"07268",14,.002830856,.006920415,.0050243479,1
16,"EL ARBOLILLO","GUSTAVO A MADERO",3,,16,"07269",14,0,0,,
15,"RESIDENCIAL ACUEDUCTO DE GUADALUPE","GUSTAVO A MADERO",3,1,15,"07270",16,.023354564,.020761246,.0082440032,1
16,"ACUEDUCTO DE GUADALUPE","GUSTAVO A MADERO",3,,16,"07279",14,.0035385699,.006920415,.007181983,1
16,"JORGE NEGRETE","GUSTAVO A MADERO",3,,16,"07280",14,.0063694268,.010380623,.010554151,1
16,"LA PASTORA","GUSTAVO A MADERO",3,,16,"07290",14,.005661713,.010380623,.0073296647,1
15,"LINDAVISTA","GUSTAVO A MADERO",3,1,15,"07300",16,.18259023,.25605536,.035317384,1
16,"CANDELARIA TICOMAN","GUSTAVO A MADERO",3,,16,"07310",14,0,0,.007459674,1
15,"LA ESCALERA","GUSTAVO A MADERO",3,1,15,"07320",16,.019815994,.031141868,.013257815,1
15,"SANTA MARIA TICOMAN","GUSTAVO A MADERO",3,1,15,"07330",16,.01203114,.017301038,.0054726973,1
15,"SAN JOSE TICOMAN","GUSTAVO A MADERO",3,1,15,"07340",16,.014861995,.013840831,.014080972,1
15,"RESIDENCIAL ZACATENCO","GUSTAVO A MADERO",3,1,15,"07359",16,.002830856,.003460208,.003484467,1
15,"RESIDENCIAL ZACATENCO","GUSTAVO A MADERO",3,1,15,"07369",16,.026185421,.038062282,.01331672,1
15,"CAPULTITLAN","GUSTAVO A MADERO",3,1,15,"07370",16,.011323425,.024221454,.0036175924,1
15,"","GUSTAVO A MADERO",3,1,15,"07380",16,.0049539991,.013840831,.0048501692,1
16,"GRANJAS MODERNAS","GUSTAVO A MADERO",3,2,16,"07400",14,.016277423,.010380623,.0052070105,1
16,"VILLA HERMOSA","GUSTAVO A MADERO",3,2,16,"07410",14,.026185421,.010380623,.0073517547,1
16,"NUEVA ATZACOALCO","GUSTAVO A MADERO",3,2,16,"07420",14,.0021231419,.006920415,.029411456,1
16,"OBRERO","GUSTAVO A MADERO",3,,16,"07430",14,0,0,.0025285585,1
16,"VASCO DE QUIROGA","GUSTAVO A MADERO",3,2,16,"07440",14,.002830856,.006920415,.0083507104,1
16,"DM NACIONAL SAN PEDRO EL CHICO","GUSTAVO A MADERO",3,2,16,"07450",14,.0092002833,.013840831,.0099287806,1
16,"COYOL","GUSTAVO A MADERO",3,,16,"07456",14,0,0,.000085832093,1
16,"GRANJAS MODERNAS","GUSTAVO A MADERO",3,2,16,"07460",14,.060155697,.031141868,.0061843526,1
16,"CONSTITUCION DE LA REPUBLICA","GUSTAVO A MADERO",3,2,16,"07469",14,.002830856,.006920415,.008664526,1
16,"AMPLIACION SAN JUAN DE ARAGON","GUSTAVO A MADERO",3,2,16,"07470",14,.038216561,.055363324,.0090502212,1
16,"SAN PEDRO EL CHICO","GUSTAVO A MADERO",3,2,16,"07480",14,.0035385699,.006920415,.0065510189,1
16,"LA PRADERA","GUSTAVO A MADERO",3,2,16,"07500",14,.0042462852,.010380623,.0063576247,1
16,"SAN FELIPE DE JESUS","GUSTAVO A MADERO",3,2,16,"07510",14,.014861995,.027681662,.033743881,1
16,"25 DE JULIO","GUSTAVO A MADERO",3,2,16,"07520",14,.001415428,.003460208,.0037176609,1
16,"CAMPESTRE ARAGON","GUSTAVO A MADERO",3,2,16,"07530",14,.0042462852,.003460208,.015092555,1
16,"PROVIDENCIA","GUSTAVO A MADERO",3,2,16,"07550",14,.0035385699,.006920415,.015569111,1
16,"VILLA DE ARAGON","GUSTAVO A MADERO",3,,16,"07570",14,.0021231419,.003460208,.0045944457,1
16,"AMPLIACION CASAS ALEMAN","GUSTAVO A MADERO",3,2,16,"07580",14,.0084925694,.010380623,.015683042,1
16,"PROGRESO NACIONAL","GUSTAVO A MADERO",3,,16,"07600",14,.0070771412,.013840831,.011063284,1
15,"SANTA ROSA","GUSTAVO A MADERO",3,1,15,"07620",16,.023354564,.038062282,.0095535386,1
15,"SAN JOSE DE LA ESCALERA","GUSTAVO A MADERO",3,,15,"07630",16,.025477707,.044982698,.006190422,1
15,"SANTIAGO ATEPETLAC","GUSTAVO A MADERO",3,,15,"07640",16,0,0,.0027560645,1
16,"PROGRESO NACIONAL","GUSTAVO A MADERO",3,,16,"07650",14,.001415428,0,.0044122837,1
16,"GUADALUPE PROLETARIA","GUSTAVO A MADERO",3,,16,"07670",14,0,0,.0053926525,1
16,"GUADALUPE PROLETARIA","GUSTAVO A MADERO",3,,16,"07680",14,.000707714,0,.0022289718,1
15,"NUEVA INDUSTRIAL VALLEJO","GUSTAVO A MADERO",3,1,15,"07700",16,.11606511,.13148789,.058998268,1
15,"SIETE MARAVILLAS","GUSTAVO A MADERO",3,1,15,"07707",16,.0077848551,.017301038,.0047128596,1
15,"TORRES DE LINDA VISTA","GUSTAVO A MADERO",3,1,15,"07708",16,.01556971,.017301038,.005605136,1
15,"LINDAVISTA VALLEJO","GUSTAVO A MADERO",3,1,15,"07720",16,.001415428,0,.0011204527,1
15,"SAN BARTOLO ATEPEHUACAN","GUSTAVO A MADERO",3,1,15,"07730",16,.033262562,.044982698,.011808188,1
15,"NUEVA INDUSTRIAL VALLEJO","GUSTAVO A MADERO",3,1,15,"07739",16,.001415428,.003460208,.0020015906,1
15,"VALLE DEL TEPEYAC","GUSTAVO A MADERO",3,1,15,"07740",16,0,0,.0021435311,1
15,"NUEVA VALLEJO","GUSTAVO A MADERO",3,1,15,"07750",16,.038924273,.072664358,.01450766,1
15,"LINDAVISTA VALLEJO","GUSTAVO A MADERO",3,1,15,"07755",16,.000707714,0,.0034457387,1
15,"MAGDALENA DE LAS SALINAS","GUSTAVO A MADERO",3,1,15,"07760",16,.08846426,.11072665,.023126546,1
15,"AMPLIACION PANAMERICANA","GUSTAVO A MADERO",3,1,15,"07770",16,.0099079972,.010380623,.0032769945,1
15,"DEFENSORES DE LA REPUBLICA","GUSTAVO A MADERO",3,1,15,"07780",16,.0092002833,.010380623,.0050817719,1
15,"VALLEJO PONIENTE","GUSTAVO A MADERO",3,1,15,"07790",16,.029016277,.038062282,.0061747553,1
16,"INDUSTRIAL","GUSTAVO A MADERO",3,2,16,"07800",14,.073602267,.096885815,.01926304,1
16,"ESTRELLA","GUSTAVO A MADERO",3,2,16,"07810",14,.019108281,.027681662,.0090065794,1
16,"TRES ESTRELLAS","GUSTAVO A MADERO",3,2,16,"07820",14,.012738854,.027681662,.0077103465,1
16,"GERTRUDIS SANCHEZ","GUSTAVO A MADERO",3,2,16,"07830",14,.001415428,0,.0019496619,1
16,"GERTRUDIS SANCHEZ 2A SECCION","GUSTAVO A MADERO",3,2,16,"07838",14,.0070771412,.017301038,.0063078357,1
16,"GERTRUDIS SANCHEZ","GUSTAVO A MADERO",3,2,16,"07839",14,.014154281,.003460208,.0069518485,1
16,"GUADALUPE TEPEYAC","GUSTAVO A MADERO",3,2,16,"07840",14,.038216561,.051903114,.015632665,1
16,"BONDOJITO","GUSTAVO A MADERO",3,2,16,"07850",14,.029016277,.034602076,.007840964,1
16,"BONDOJITO","GUSTAVO A MADERO",3,2,16,"07858",14,.002830856,.003460208,.0010982655,1
16,"MARTIRES DE RIO BLANCO","GUSTAVO A MADERO",3,2,16,"07859",14,.001415428,.003460208,.0014724904,1
16,"TABLAS DE SAN AGUSTIN","GUSTAVO A MADERO",3,2,16,"07860",14,.010615711,.013840831,.0049615176,1
16,"VALLEJO","GUSTAVO A MADERO",3,2,16,"07870",14,.084217973,.096885815,.021634307,1
15,"DEFENSORES DE LA REPUBLICA","GUSTAVO A MADERO",3,1,15,"07880",16,.0077848551,.010380623,.0042916113,1
18,"LA JOYA","GUSTAVO A MADERO",3,4,18,"07890",14,.0070771412,.013840831,.014401476,1
16,"MALINCHE","GUSTAVO A MADERO",3,2,16,"07899",14,.0063694268,.006920415,.002189867,1
16,"CUCHILLA DEL TESORO","GUSTAVO A MADERO",3,2,16,"07900",14,.0021231419,.006920415,.0083049489,1
16,"","GUSTAVO A MADERO",3,2,16,"07918",14,.002830856,.006920415,.011180545,1
16,"SAN JUAN DE RAGON","GUSTAVO A MADERO",3,2,16,"07919",14,.0021231419,.006920415,.0024440642,1
16,"EX EJIDO SAN JUAN DE ARAGON","GUSTAVO A MADERO",3,2,16,"07920",14,.002830856,0,.03604978,1
16,"HEROES DE CHAPULTEPEC","GUSTAVO A MADERO",3,2,16,"07939",14,0,0,.0017098382,1
16,"SAN JUAN DE ARAGON","GUSTAVO A MADERO",3,2,16,"07940",14,.000707714,0,.0048819114,1
16,"SAN JUAN DE ARAGON","GUSTAVO A MADERO",3,2,16,"07950",14,.016277423,.034602076,.014001067,1
16,"","GUSTAVO A MADERO",3,2,16,"07960",14,.0021231419,.003460208,.0045873569,1
16,"SAN JUAN DE ARAGON II SECCION","GUSTAVO A MADERO",3,2,16,"07969",14,.021231422,.051903114,.04216658,1
16,"","GUSTAVO A MADERO",3,2,16,"07970",14,.011323425,.017301038,.014009397,1
16,"SAN JUAN DE ARAGON","GUSTAVO A MADERO",3,2,16,"07979",14,.021231422,.020761246,.016771402,1
16,"U H NARCISO BASSOLS","GUSTAVO A MADERO",3,2,16,"07980",14,.0021231419,.006920415,.008581941,1
16,"","GUSTAVO A MADERO",3,2,16,"07990",14,.002830856,.006920415,.0048622526,1
13,"GABRIEL RAMOS MILLAN SECCION BRAMADERO","IZTACALCO",2,6,13,"08000",12,.0084925694,.010380623,.011804452,1
13,"EX-EJIDO DE LA MAGDALENA MIXHUCA","IZTACALCO",2,,13,"08010",12,.0021231419,.006920415,.0015296742,1
8,"","IZTACALCO",2,1,8,"08020",11,.002830856,.006920415,.0030057575,1
9,"CENTRAL DE ABASTO","IZTAPALAPA",2,2,9,"08030",2,.005661713,.010380623,.0031120293,1
13,"AGRICOLA PANTITLAN","IZTACALCO",2,6,13,"08100",12,.13800424,.16955018,.05377898,1
13,"AGRICOLA PANTITLAN","IZTACALCO",2,6,13,"08188",12,.002830856,0,,
10,"VIADUCTO PIEDAD","IZTACALCO",2,3,10,"08200",11,.05378627,.072664358,.0085081356,1
10,"NUEVA SANTA ANITA","IZTACALCO",2,,10,"08210",11,.0452937,.010380623,.0019782693,1
10,"BARRIO SAN PEDRO","IZTACALCO",2,3,10,"08220",11,.020523708,.031141868,.0057421885,1
10,"SAN FRANCISCO XILCANTONGO","IZTACALCO",2,3,10,"08230",11,.010615711,.020761246,.0020280653,1
10,"SAN FRANCISCO XICALTONGO","IZTACALCO",2,,10,"08240",11,.018400567,.003460208,.002566576,1
10,"SANTA ANITA","IZTACALCO",2,,10,"08300",11,.051663127,.031141868,.0088259354,1
9,"LA CRUZ","IZTACALCO",2,2,9,"08310",2,.04317056,.051903114,.0037211971,1
13,"GRANJAS MEXICO","IZTACALCO",2,6,13,"08400",12,.3920736,.36332181,.062931605,1
8,"AGRICOLA ORIENTAL","IZTACALCO",2,1,8,"08500",11,.17975938,.26297578,.073047347,1
8,"EL RODEO","IZTACALCO",2,,8,"08510",11,.002830856,.006920415,.0036718289,1
8,"AGRICOLA ORIENTAL","IZTACALCO",2,1,8,"08580",11,0,0,,
8,"BARRIO LA ASUNCION","IZTACALCO",2,,8,"08600",11,.0021231419,.003460208,.0021164683,1
14,"BARRIO DE ZAPOTLA","IZTACALCO",2,7,14,"08610",2,.0092002833,.010380623,.0039254287,1
10,"BARRIO DE LOS REYES","IZTACALCO",2,,10,"08620",11,.013446568,.020761246,.0041810465,1
10,"BARRIO SAN MIGUEL","IZTACALCO",2,3,10,"08650",11,.014154281,.017301038,.0029268423,1
8,"JUVENTINO ROSAS","IZTACALCO",2,,8,"08700",11,.014154281,.013840831,.0084688338,1
8,"RAMOS MILLAN","IZTACALCO",2,,8,"08720",11,.010615711,.006920415,.0043064854,1
8,"AMPLIACION GABRIEL RAMOS MILLAN","IZTACALCO",2,1,8,"08730",11,.0021231419,.003460208,.0057372861,1
8,"INPI LOS PICOS","IZTACALCO",2,,8,"08760",11,.0092002833,.003460208,.0039574741,1
8,"SANTIAGO SUR","IZTACALCO",2,,8,"08800",11,.0084925694,.013840831,.0067587192,1
10,"REFORMA IZTACCIHUATL NORTE","IZTACALCO",2,3,10,"08810",11,.017692853,.020761246,.0069318735,1
9,"MILITAR MARTE","IZTACALCO",2,2,9,"08830",2,.023354564,.034602076,.010543828,1
9,"REFORMA IZTACCIHUATL SUR","IZTACALCO",2,,9,"08840",2,.0092002833,.017301038,.0037093123,1
9,"","IZTACALCO",2,2,9,"08900",2,.0063694268,.010380623,.011551689,1
9,"","IZTACALCO",2,,9,"08910",2,.0035385699,.003460208,.0010342901,1
9,"JARDINES TECMA","IZTACALCO",2,,9,"08920",2,.0021231419,0,.00096192368,1
10,"CAMPAMENTO 2 DE OCTUBRE","IZTACALCO",2,3,10,"08930",11,.0099079972,.010380623,.010523928,1
10,"GUADALUPE DEL MORAL","IZTAPALAPA",2,3,10,"09000",11,.38853502,.12456747,.044427145,1
10,"FRACCIONAMIENTO INDUSTRIAL DEL MORAL","IZTAPALAPA",2,3,10,"09010",11,0,0,.0038802342,1
8,"DR ALFONSO ORTIZ TIRADO","IZTAPALAPA",2,1,8,"09020",11,.038924273,.034602076,.008172622,1
8,"PASEOS DE CHURUBUSCO","IZTAPALAPA",2,1,8,"09030",11,.016277423,.020761246,.0088697113,1
9,"CENTRAL DE ABASTO","IZTAPALAPA",2,2,9,"09040",2,.14791225,.23529412,.051934559,1
11,"SECTOR POPULAR","IZTAPALAPA",2,4,11,"09060",2,.032554846,.062283736,.020068737,1
11,"GRANJAS SAN ANTONIO","IZTAPALAPA",2,4,11,"09070",2,.10757254,.11764706,.012771922,1
11,"EMPERADOR CACAMA","IZTAPALAPA",2,4,11,"09080",2,.0042462852,.010380623,.0027697303,1
11,"UNIDAD MODELO","IZTAPALAPA",2,4,11,"09089",2,.005661713,.006920415,.0083544478,1
11,"HEROES DE CHURUBUSCO","IZTAPALAPA",2,4,11,"09090",2,.024769993,.024221454,.0048435563,1
11,"MEXICALTZINGO","IZTAPALAPA",2,4,11,"09099",2,.013446568,.010380623,.0038200042,1
8,"JUAN ESCUTIA","IZTAPALAPA",2,1,8,"09100",11,.041047417,.055363324,.02388382,1
8,"SAN LORENZO XICOTENCATL","IZTAPALAPA",2,1,8,"09130",11,.0021231419,0,.004747435,1
13,"SANTA MARTHA ACATITLA NORTE","IZTAPALAPA",2,6,13,"09140",12,.016985139,.034602076,.038106181,1
13,"UNIDAD HABITACIONAL VICENTE GUERRERO","IZTAPALAPA",2,,13,"09200",12,0,0,.025958758,1
13,"RENOVACION","IZTAPALAPA",2,6,13,"09207",12,.019815994,.020761246,,
13,"CHINAM PAC DE JUAREZ","IZTAPALAPA",2,6,13,"09208",12,.021231422,.027681662,.078289181,1
13,"RENOVACION","IZTAPALAPA",2,6,13,"09209",12,.002830856,.003460208,.010278957,1
13,"TEPALCATES","IZTAPALAPA",2,6,13,"09210",12,.032554846,.044982698,.01490689,1
13,"EJERCITO DE ORIENTE","IZTAPALAPA",2,,13,"09239",12,.001415428,0,.010029334,1
13,"","IZTAPALAPA",2,6,13,"09240",12,.0042462852,.010380623,.0085799443,1
10,"CONSTITUCION DE 1917","IZTAPALAPA",2,3,10,"09260",11,.0084925694,.017301038,.015385763,1
13,"COLONIAL IZTAPALAPA","IZTAPALAPA",2,6,13,"09270",12,.001415428,.006920415,.0046717706,1
13,"JACARANDAS","IZTAPALAPA",2,6,13,"09280",12,.013446568,.013840831,.0066740112,1
13,"SANTA CRUZ MEYEHUALCO","IZTAPALAPA",2,6,13,"09290",12,.01203114,.020761246,.043493066,1
